,ID,innings,overs,ballnumber,batter,bowler,non-striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam
6137,1304095,1,19,6,KD Karthik,D Pretorius,Mohammed Siraj,,2,0,2,0,0,,,,Royal Challengers Bangalore
6234,1304095,2,16,1,MM Ali,JR Hazlewood,MS Dhoni,,2,0,2,0,0,,,,Chennai Super Kings
6235,1304095,2,16,2,MM Ali,JR Hazlewood,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
6236,1304095,2,16,3,MS Dhoni,JR Hazlewood,MM Ali,,1,0,1,0,0,,,,Chennai Super Kings
6237,1304095,2,16,4,MM Ali,JR Hazlewood,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
6238,1304095,2,16,5,MM Ali,JR Hazlewood,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
6239,1304095,2,16,6,MM Ali,JR Hazlewood,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
6240,1304095,2,17,1,MM Ali,HV Patel,MS Dhoni,,6,0,6,0,0,,,,Chennai Super Kings
6241,1304095,2,17,2,MM Ali,HV Patel,MS Dhoni,,0,0,0,0,1,MM Ali,caught,Mohammed Siraj,Chennai Super Kings
6242,1304095,2,17,3,D Pretorius,HV Patel,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
6243,1304095,2,17,4,D Pretorius,HV Patel,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
6244,1304095,2,17,5,D Pretorius,HV Patel,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
6245,1304095,2,17,6,MS Dhoni,HV Patel,D Pretorius,,1,0,1,0,0,,,,Chennai Super Kings
6246,1304095,2,18,1,MS Dhoni,JR Hazlewood,D Pretorius,,0,0,0,0,1,MS Dhoni,caught,RM Patidar,Chennai Super Kings
6247,1304095,2,18,2,Simarjeet Singh,JR Hazlewood,D Pretorius,,1,0,1,0,0,,,,Chennai Super Kings
6248,1304095,2,18,3,D Pretorius,JR Hazlewood,Simarjeet Singh,,1,0,1,0,0,,,,Chennai Super Kings
6249,1304095,2,18,4,Simarjeet Singh,JR Hazlewood,D Pretorius,,1,0,1,0,0,,,,Chennai Super Kings
6250,1304095,2,18,5,D Pretorius,JR Hazlewood,Simarjeet Singh,,4,0,4,0,0,,,,Chennai Super Kings
6251,1304095,2,18,6,D Pretorius,JR Hazlewood,Simarjeet Singh,,1,0,1,0,0,,,,Chennai Super Kings
6252,1304095,2,19,1,D Pretorius,HV Patel,Simarjeet Singh,,6,0,6,0,0,,,,Chennai Super Kings
6253,1304095,2,19,2,D Pretorius,HV Patel,Simarjeet Singh,,0,0,0,0,1,D Pretorius,caught,V Kohli,Chennai Super Kings
6254,1304095,2,19,3,M Theekshana,HV Patel,Simarjeet Singh,,6,0,6,0,0,,,,Chennai Super Kings
6255,1304095,2,19,4,M Theekshana,HV Patel,Simarjeet Singh,legbyes,0,4,4,0,0,,,,Chennai Super Kings
6256,1304095,2,19,5,M Theekshana,HV Patel,Simarjeet Singh,,0,0,0,0,0,,,,Chennai Super Kings
6257,1304095,2,19,6,M Theekshana,HV Patel,Simarjeet Singh,,1,0,1,0,0,,,,Chennai Super Kings
6359,1304094,1,16,1,R Tewatia,K Rabada,B Sai Sudharsan,wides,0,1,1,0,0,,,,Gujarat Titans
6360,1304094,1,16,2,R Tewatia,K Rabada,B Sai Sudharsan,wides,0,1,1,0,0,,,,Gujarat Titans
6361,1304094,1,16,3,R Tewatia,K Rabada,B Sai Sudharsan,,2,0,2,0,0,,,,Gujarat Titans
6362,1304094,1,16,4,R Tewatia,K Rabada,B Sai Sudharsan,,0,0,0,0,1,R Tewatia,caught,Sandeep Sharma,Gujarat Titans
6363,1304094,1,16,5,Rashid Khan,K Rabada,B Sai Sudharsan,,0,0,0,0,1,Rashid Khan,caught,JM Sharma,Gujarat Titans
6364,1304094,1,16,6,PJ Sangwan,K Rabada,B Sai Sudharsan,,0,0,0,0,0,,,,Gujarat Titans
6365,1304094,1,16,7,PJ Sangwan,K Rabada,B Sai Sudharsan,,0,0,0,0,0,,,,Gujarat Titans
6366,1304094,1,16,8,PJ Sangwan,K Rabada,B Sai Sudharsan,wides,0,1,1,0,0,,,,Gujarat Titans
6367,1304094,1,16,9,PJ Sangwan,K Rabada,B Sai Sudharsan,,1,0,1,0,0,,,,Gujarat Titans
6368,1304094,1,17,1,PJ Sangwan,Arshdeep Singh,B Sai Sudharsan,,1,0,1,0,0,,,,Gujarat Titans
6369,1304094,1,17,2,B Sai Sudharsan,Arshdeep Singh,PJ Sangwan,,6,0,6,0,0,,,,Gujarat Titans
6370,1304094,1,17,3,B Sai Sudharsan,Arshdeep Singh,PJ Sangwan,,1,0,1,0,0,,,,Gujarat Titans
6371,1304094,1,17,4,PJ Sangwan,Arshdeep Singh,B Sai Sudharsan,,0,0,0,0,1,PJ Sangwan,bowled,,Gujarat Titans
6372,1304094,1,17,5,LH Ferguson,Arshdeep Singh,B Sai Sudharsan,,1,0,1,0,0,,,,Gujarat Titans
6373,1304094,1,17,6,B Sai Sudharsan,Arshdeep Singh,LH Ferguson,,2,0,2,0,0,,,,Gujarat Titans
6374,1304094,1,18,1,LH Ferguson,K Rabada,B Sai Sudharsan,,4,0,4,0,0,,,,Gujarat Titans
6375,1304094,1,18,2,LH Ferguson,K Rabada,B Sai Sudharsan,,0,0,0,0,1,LH Ferguson,caught,LS Livingstone,Gujarat Titans
6376,1304094,1,18,3,AS Joseph,K Rabada,B Sai Sudharsan,,0,0,0,0,0,,,,Gujarat Titans
6377,1304094,1,18,4,AS Joseph,K Rabada,B Sai Sudharsan,,1,0,1,0,0,,,,Gujarat Titans
6378,1304094,1,18,5,B Sai Sudharsan,K Rabada,AS Joseph,byes,0,1,1,0,0,,,,Gujarat Titans
6379,1304094,1,18,6,AS Joseph,K Rabada,B Sai Sudharsan,,1,0,1,0,0,,,,Gujarat Titans
6380,1304094,1,19,1,AS Joseph,Arshdeep Singh,B Sai Sudharsan,,1,0,1,0,0,,,,Gujarat Titans
6381,1304094,1,19,2,B Sai Sudharsan,Arshdeep Singh,AS Joseph,,1,0,1,0,0,,,,Gujarat Titans
6382,1304094,1,19,3,AS Joseph,Arshdeep Singh,B Sai Sudharsan,,1,0,1,0,0,,,,Gujarat Titans
6383,1304094,1,19,4,B Sai Sudharsan,Arshdeep Singh,AS Joseph,,2,0,2,0,0,,,,Gujarat Titans
6384,1304094,1,19,5,B Sai Sudharsan,Arshdeep Singh,AS Joseph,noballs,4,1,5,0,0,,,,Gujarat Titans
6385,1304094,1,19,6,B Sai Sudharsan,Arshdeep Singh,AS Joseph,,0,0,0,0,0,,,,Gujarat Titans
6386,1304094,1,19,7,B Sai Sudharsan,Arshdeep Singh,AS Joseph,,1,0,1,0,0,,,,Gujarat Titans
6586,1304093,1,16,1,SV Samson,TG Southee,R Parag,,0,0,0,0,0,,,,Rajasthan Royals
6587,1304093,1,16,2,SV Samson,TG Southee,R Parag,legbyes,0,1,1,0,0,,,,Rajasthan Royals
6588,1304093,1,16,3,R Parag,TG Southee,SV Samson,,0,0,0,0,0,,,,Rajasthan Royals
6589,1304093,1,16,4,R Parag,TG Southee,SV Samson,,0,0,0,0,0,,,,Rajasthan Royals
6590,1304093,1,16,5,R Parag,TG Southee,SV Samson,,6,0,6,0,0,,,,Rajasthan Royals
6591,1304093,1,16,6,R Parag,TG Southee,SV Samson,,0,0,0,0,1,R Parag,caught,AS Roy,Rajasthan Royals
6592,1304093,1,17,1,SV Samson,Shivam Mavi,SO Hetmyer,,0,0,0,0,1,SV Samson,caught,RK Singh,Rajasthan Royals
6593,1304093,1,17,2,R Ashwin,Shivam Mavi,SO Hetmyer,,1,0,1,0,0,,,,Rajasthan Royals
6594,1304093,1,17,3,SO Hetmyer,Shivam Mavi,R Ashwin,,0,0,0,0,0,,,,Rajasthan Royals
6595,1304093,1,17,4,SO Hetmyer,Shivam Mavi,R Ashwin,,1,0,1,0,0,,,,Rajasthan Royals
6596,1304093,1,17,5,R Ashwin,Shivam Mavi,SO Hetmyer,,2,0,2,0,0,,,,Rajasthan Royals
6597,1304093,1,17,6,R Ashwin,Shivam Mavi,SO Hetmyer,noballs,1,1,2,0,0,,,,Rajasthan Royals
6598,1304093,1,17,7,SO Hetmyer,Shivam Mavi,R Ashwin,,1,0,1,0,0,,,,Rajasthan Royals
6599,1304093,1,18,1,SO Hetmyer,TG Southee,R Ashwin,,6,0,6,0,0,,,,Rajasthan Royals
6600,1304093,1,18,2,SO Hetmyer,TG Southee,R Ashwin,,6,0,6,0,0,,,,Rajasthan Royals
6601,1304093,1,18,3,SO Hetmyer,TG Southee,R Ashwin,wides,0,1,1,0,0,,,,Rajasthan Royals
6602,1304093,1,18,4,SO Hetmyer,TG Southee,R Ashwin,,1,0,1,0,0,,,,Rajasthan Royals
6603,1304093,1,18,5,R Ashwin,TG Southee,SO Hetmyer,,1,0,1,0,0,,,,Rajasthan Royals
6604,1304093,1,18,6,SO Hetmyer,TG Southee,R Ashwin,,2,0,2,0,0,,,,Rajasthan Royals
6605,1304093,1,18,7,SO Hetmyer,TG Southee,R Ashwin,wides,0,1,1,0,0,,,,Rajasthan Royals
6606,1304093,1,18,8,SO Hetmyer,TG Southee,R Ashwin,,2,0,2,0,0,,,,Rajasthan Royals
6607,1304093,1,19,1,R Ashwin,Shivam Mavi,SO Hetmyer,,1,0,1,0,0,,,,Rajasthan Royals
6608,1304093,1,19,2,SO Hetmyer,Shivam Mavi,R Ashwin,,4,0,4,0,0,,,,Rajasthan Royals
6609,1304093,1,19,3,SO Hetmyer,Shivam Mavi,R Ashwin,,0,0,0,0,0,,,,Rajasthan Royals
6610,1304093,1,19,4,SO Hetmyer,Shivam Mavi,R Ashwin,,0,0,0,0,0,,,,Rajasthan Royals
6611,1304093,1,19,5,SO Hetmyer,Shivam Mavi,R Ashwin,,2,0,2,0,0,,,,Rajasthan Royals
6612,1304093,1,19,6,SO Hetmyer,Shivam Mavi,R Ashwin,wides,0,1,1,0,0,,,,Rajasthan Royals
6613,1304093,1,19,7,SO Hetmyer,Shivam Mavi,R Ashwin,,2,0,2,0,0,,,,Rajasthan Royals
6715,1304093,2,16,1,RK Singh,M Prasidh Krishna,N Rana,,1,0,1,0,0,,,,Kolkata Knight Riders
6716,1304093,2,16,2,N Rana,M Prasidh Krishna,RK Singh,,1,0,1,0,0,,,,Kolkata Knight Riders
6717,1304093,2,16,3,RK Singh,M Prasidh Krishna,N Rana,wides,0,1,1,0,0,,,,Kolkata Knight Riders
6718,1304093,2,16,4,RK Singh,M Prasidh Krishna,N Rana,,0,0,0,0,0,,,,Kolkata Knight Riders
6719,1304093,2,16,5,RK Singh,M Prasidh Krishna,N Rana,,4,0,4,0,0,,,,Kolkata Knight Riders
6720,1304093,2,16,6,RK Singh,M Prasidh Krishna,N Rana,,1,0,1,0,0,,,,Kolkata Knight Riders
6721,1304093,2,16,7,N Rana,M Prasidh Krishna,RK Singh,,0,0,0,0,0,,,,Kolkata Knight Riders
6722,1304093,2,17,1,RK Singh,YS Chahal,N Rana,,4,0,4,0,0,,,,Kolkata Knight Riders
6723,1304093,2,17,2,RK Singh,YS Chahal,N Rana,,4,0,4,0,0,,,,Kolkata Knight Riders
6724,1304093,2,17,3,RK Singh,YS Chahal,N Rana,,2,0,2,0,0,,,,Kolkata Knight Riders
6725,1304093,2,17,4,RK Singh,YS Chahal,N Rana,legbyes,0,1,1,0,0,,,,Kolkata Knight Riders
6726,1304093,2,17,5,N Rana,YS Chahal,RK Singh,legbyes,0,1,1,0,0,,,,Kolkata Knight Riders
6727,1304093,2,17,6,RK Singh,YS Chahal,N Rana,,1,0,1,0,0,,,,Kolkata Knight Riders
6728,1304093,2,18,1,RK Singh,M Prasidh Krishna,N Rana,,1,0,1,0,0,,,,Kolkata Knight Riders
6729,1304093,2,18,2,N Rana,M Prasidh Krishna,RK Singh,,1,0,1,0,0,,,,Kolkata Knight Riders
6730,1304093,2,18,3,RK Singh,M Prasidh Krishna,N Rana,wides,0,1,1,0,0,,,,Kolkata Knight Riders
6731,1304093,2,18,4,RK Singh,M Prasidh Krishna,N Rana,,4,0,4,0,0,,,,Kolkata Knight Riders
6732,1304093,2,18,5,RK Singh,M Prasidh Krishna,N Rana,wides,0,1,1,0,0,,,,Kolkata Knight Riders
6733,1304093,2,18,6,RK Singh,M Prasidh Krishna,N Rana,,1,0,1,0,0,,,,Kolkata Knight Riders
6734,1304093,2,18,7,N Rana,M Prasidh Krishna,RK Singh,,2,0,2,0,0,,,,Kolkata Knight Riders
6735,1304093,2,18,8,N Rana,M Prasidh Krishna,RK Singh,wides,0,2,2,0,0,,,,Kolkata Knight Riders
6736,1304093,2,18,9,RK Singh,M Prasidh Krishna,N Rana,,4,0,4,0,0,,,,Kolkata Knight Riders
6737,1304093,2,19,1,N Rana,KR Sen,RK Singh,,6,0,6,0,0,,,,Kolkata Knight Riders
6837,1304092,1,16,1,DP Conway,B Kumar,RD Gaikwad,,1,0,1,0,0,,,,Chennai Super Kings
6838,1304092,1,16,2,RD Gaikwad,B Kumar,DP Conway,,1,0,1,0,0,,,,Chennai Super Kings
6839,1304092,1,16,3,DP Conway,B Kumar,RD Gaikwad,,1,0,1,0,0,,,,Chennai Super Kings
6840,1304092,1,16,4,RD Gaikwad,B Kumar,DP Conway,,1,0,1,0,0,,,,Chennai Super Kings
6841,1304092,1,16,5,DP Conway,B Kumar,RD Gaikwad,,2,0,2,0,0,,,,Chennai Super Kings
6842,1304092,1,16,6,DP Conway,B Kumar,RD Gaikwad,,0,0,0,0,0,,,,Chennai Super Kings
6843,1304092,1,17,1,RD Gaikwad,T Natarajan,DP Conway,,2,0,2,0,0,,,,Chennai Super Kings
6844,1304092,1,17,2,RD Gaikwad,T Natarajan,DP Conway,,1,0,1,0,0,,,,Chennai Super Kings
6845,1304092,1,17,3,DP Conway,T Natarajan,RD Gaikwad,,6,0,6,0,0,,,,Chennai Super Kings
6846,1304092,1,17,4,DP Conway,T Natarajan,RD Gaikwad,,1,0,1,0,0,,,,Chennai Super Kings
6847,1304092,1,17,5,RD Gaikwad,T Natarajan,DP Conway,,0,0,0,0,1,RD Gaikwad,caught,B Kumar,Chennai Super Kings
6848,1304092,1,17,6,MS Dhoni,T Natarajan,DP Conway,,1,0,1,0,0,,,,Chennai Super Kings
6849,1304092,1,18,1,MS Dhoni,Umran Malik,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
6850,1304092,1,18,2,MS Dhoni,Umran Malik,DP Conway,,2,0,2,0,0,,,,Chennai Super Kings
6851,1304092,1,18,3,MS Dhoni,Umran Malik,DP Conway,,1,0,1,0,0,,,,Chennai Super Kings
6852,1304092,1,18,4,DP Conway,Umran Malik,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
6853,1304092,1,18,5,MS Dhoni,Umran Malik,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
6854,1304092,1,18,6,MS Dhoni,Umran Malik,DP Conway,,4,0,4,0,0,,,,Chennai Super Kings
6855,1304092,1,19,1,DP Conway,T Natarajan,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
6856,1304092,1,19,2,MS Dhoni,T Natarajan,DP Conway,,0,0,0,0,1,MS Dhoni,caught,Umran Malik,Chennai Super Kings
6857,1304092,1,19,3,RA Jadeja,T Natarajan,DP Conway,,1,0,1,0,0,,,,Chennai Super Kings
6858,1304092,1,19,4,DP Conway,T Natarajan,RA Jadeja,,4,0,4,0,0,,,,Chennai Super Kings
6859,1304092,1,19,5,DP Conway,T Natarajan,RA Jadeja,,4,0,4,0,0,,,,Chennai Super Kings
6860,1304092,1,19,6,DP Conway,T Natarajan,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
6958,1304092,2,16,1,N Pooran,D Pretorius,Shashank Singh,,6,0,6,0,0,,,,Sunrisers Hyderabad
6959,1304092,2,16,2,N Pooran,D Pretorius,Shashank Singh,,1,0,1,0,0,,,,Sunrisers Hyderabad
6960,1304092,2,16,3,Shashank Singh,D Pretorius,N Pooran,,2,0,2,0,0,,,,Sunrisers Hyderabad
6961,1304092,2,16,4,Shashank Singh,D Pretorius,N Pooran,,1,0,1,0,0,,,,Sunrisers Hyderabad
6962,1304092,2,16,5,N Pooran,D Pretorius,Shashank Singh,,1,0,1,0,0,,,,Sunrisers Hyderabad
6963,1304092,2,16,6,Shashank Singh,D Pretorius,N Pooran,,1,0,1,0,0,,,,Sunrisers Hyderabad
6964,1304092,2,17,1,Shashank Singh,Mukesh Choudhary,N Pooran,,4,0,4,0,0,,,,Sunrisers Hyderabad
6965,1304092,2,17,2,Shashank Singh,Mukesh Choudhary,N Pooran,,0,0,0,0,0,,,,Sunrisers Hyderabad
6966,1304092,2,17,3,Shashank Singh,Mukesh Choudhary,N Pooran,,0,0,0,0,0,,,,Sunrisers Hyderabad
6967,1304092,2,17,4,Shashank Singh,Mukesh Choudhary,N Pooran,,0,0,0,0,1,Shashank Singh,caught,MS Dhoni,Sunrisers Hyderabad
6968,1304092,2,17,5,Washington Sundar,Mukesh Choudhary,N Pooran,,2,0,2,0,0,,,,Sunrisers Hyderabad
6969,1304092,2,17,6,Washington Sundar,Mukesh Choudhary,N Pooran,,0,0,0,0,1,Washington Sundar,bowled,,Sunrisers Hyderabad
6970,1304092,2,18,1,N Pooran,D Pretorius,M Jansen,,0,0,0,0,0,,,,Sunrisers Hyderabad
6971,1304092,2,18,2,N Pooran,D Pretorius,M Jansen,,4,0,4,0,0,,,,Sunrisers Hyderabad
6972,1304092,2,18,3,N Pooran,D Pretorius,M Jansen,,0,0,0,0,0,,,,Sunrisers Hyderabad
6973,1304092,2,18,4,N Pooran,D Pretorius,M Jansen,wides,0,1,1,0,0,,,,Sunrisers Hyderabad
6974,1304092,2,18,5,N Pooran,D Pretorius,M Jansen,,2,0,2,0,0,,,,Sunrisers Hyderabad
6975,1304092,2,18,6,N Pooran,D Pretorius,M Jansen,,4,0,4,0,0,,,,Sunrisers Hyderabad
6976,1304092,2,18,7,N Pooran,D Pretorius,M Jansen,legbyes,0,1,1,0,0,,,,Sunrisers Hyderabad
6977,1304092,2,19,1,N Pooran,Mukesh Choudhary,M Jansen,,6,0,6,0,0,,,,Sunrisers Hyderabad
6978,1304092,2,19,2,N Pooran,Mukesh Choudhary,M Jansen,,4,0,4,0,0,,,,Sunrisers Hyderabad
6979,1304092,2,19,3,N Pooran,Mukesh Choudhary,M Jansen,,0,0,0,0,0,,,,Sunrisers Hyderabad
6980,1304092,2,19,4,N Pooran,Mukesh Choudhary,M Jansen,wides,0,1,1,0,0,,,,Sunrisers Hyderabad
6981,1304092,2,19,5,N Pooran,Mukesh Choudhary,M Jansen,,6,0,6,0,0,,,,Sunrisers Hyderabad
6982,1304092,2,19,6,N Pooran,Mukesh Choudhary,M Jansen,,6,0,6,0,0,,,,Sunrisers Hyderabad
6983,1304092,2,19,7,N Pooran,Mukesh Choudhary,M Jansen,,1,0,1,0,0,,,,Sunrisers Hyderabad
7087,1304091,1,16,1,KL Rahul,C Sakariya,MP Stoinis,,1,0,1,0,0,,,,Lucknow Super Giants
7088,1304091,1,16,2,MP Stoinis,C Sakariya,KL Rahul,wides,0,1,1,0,0,,,,Lucknow Super Giants
7089,1304091,1,16,3,MP Stoinis,C Sakariya,KL Rahul,,1,0,1,0,0,,,,Lucknow Super Giants
7090,1304091,1,16,4,KL Rahul,C Sakariya,MP Stoinis,,6,0,6,0,0,,,,Lucknow Super Giants
7091,1304091,1,16,5,KL Rahul,C Sakariya,MP Stoinis,,1,0,1,0,0,,,,Lucknow Super Giants
7092,1304091,1,16,6,MP Stoinis,C Sakariya,KL Rahul,,0,0,0,0,0,,,,Lucknow Super Giants
7093,1304091,1,16,7,MP Stoinis,C Sakariya,KL Rahul,,1,0,1,0,0,,,,Lucknow Super Giants
7094,1304091,1,17,1,MP Stoinis,Mustafizur Rahman,KL Rahul,,1,0,1,0,0,,,,Lucknow Super Giants
7095,1304091,1,17,2,KL Rahul,Mustafizur Rahman,MP Stoinis,,1,0,1,0,0,,,,Lucknow Super Giants
7096,1304091,1,17,3,MP Stoinis,Mustafizur Rahman,KL Rahul,,1,0,1,0,0,,,,Lucknow Super Giants
7097,1304091,1,17,4,KL Rahul,Mustafizur Rahman,MP Stoinis,,4,0,4,0,0,,,,Lucknow Super Giants
7098,1304091,1,17,5,KL Rahul,Mustafizur Rahman,MP Stoinis,,1,0,1,0,0,,,,Lucknow Super Giants
7099,1304091,1,17,6,MP Stoinis,Mustafizur Rahman,KL Rahul,,0,0,0,0,0,,,,Lucknow Super Giants
7100,1304091,1,18,1,KL Rahul,SN Thakur,MP Stoinis,,1,0,1,0,0,,,,Lucknow Super Giants
7101,1304091,1,18,2,MP Stoinis,SN Thakur,KL Rahul,wides,0,1,1,0,0,,,,Lucknow Super Giants
7102,1304091,1,18,3,MP Stoinis,SN Thakur,KL Rahul,,1,0,1,0,0,,,,Lucknow Super Giants
7103,1304091,1,18,4,KL Rahul,SN Thakur,MP Stoinis,,6,0,6,0,0,,,,Lucknow Super Giants
7104,1304091,1,18,5,KL Rahul,SN Thakur,MP Stoinis,,0,0,0,0,1,KL Rahul,caught,Lalit Yadav,Lucknow Super Giants
7105,1304091,1,18,6,KH Pandya,SN Thakur,MP Stoinis,wides,0,1,1,0,0,,,,Lucknow Super Giants
7106,1304091,1,18,7,KH Pandya,SN Thakur,MP Stoinis,,2,0,2,0,0,,,,Lucknow Super Giants
7107,1304091,1,18,8,KH Pandya,SN Thakur,MP Stoinis,,1,0,1,0,0,,,,Lucknow Super Giants
7108,1304091,1,19,1,KH Pandya,Mustafizur Rahman,MP Stoinis,,2,0,2,0,0,,,,Lucknow Super Giants
7109,1304091,1,19,2,KH Pandya,Mustafizur Rahman,MP Stoinis,wides,0,1,1,0,0,,,,Lucknow Super Giants
7110,1304091,1,19,3,KH Pandya,Mustafizur Rahman,MP Stoinis,wides,0,1,1,0,0,,,,Lucknow Super Giants
7111,1304091,1,19,4,KH Pandya,Mustafizur Rahman,MP Stoinis,,2,0,2,0,0,,,,Lucknow Super Giants
7112,1304091,1,19,5,KH Pandya,Mustafizur Rahman,MP Stoinis,,1,0,1,0,0,,,,Lucknow Super Giants
7113,1304091,1,19,6,MP Stoinis,Mustafizur Rahman,KH Pandya,,6,0,6,0,0,,,,Lucknow Super Giants
7114,1304091,1,19,7,MP Stoinis,Mustafizur Rahman,KH Pandya,,1,0,1,0,0,,,,Lucknow Super Giants
7115,1304091,1,19,8,KH Pandya,Mustafizur Rahman,MP Stoinis,,1,0,1,0,0,,,,Lucknow Super Giants
7214,1304091,2,16,1,R Powell,Mohsin Khan,AR Patel,,0,0,0,0,1,R Powell,caught,KH Pandya,Delhi Capitals
7215,1304091,2,16,2,SN Thakur,Mohsin Khan,AR Patel,,1,0,1,0,0,,,,Delhi Capitals
7216,1304091,2,16,3,AR Patel,Mohsin Khan,SN Thakur,,1,0,1,0,0,,,,Delhi Capitals
7217,1304091,2,16,4,SN Thakur,Mohsin Khan,AR Patel,,0,0,0,0,1,SN Thakur,caught,KH Pandya,Delhi Capitals
7218,1304091,2,16,5,Kuldeep Yadav,Mohsin Khan,AR Patel,,0,0,0,0,0,,,,Delhi Capitals
7219,1304091,2,16,6,Kuldeep Yadav,Mohsin Khan,AR Patel,,2,0,2,0,0,,,,Delhi Capitals
7220,1304091,2,17,1,AR Patel,JO Holder,Kuldeep Yadav,,2,0,2,0,0,,,,Delhi Capitals
7221,1304091,2,17,2,AR Patel,JO Holder,Kuldeep Yadav,,1,0,1,0,0,,,,Delhi Capitals
7222,1304091,2,17,3,Kuldeep Yadav,JO Holder,AR Patel,,1,0,1,0,0,,,,Delhi Capitals
7223,1304091,2,17,4,AR Patel,JO Holder,Kuldeep Yadav,,0,0,0,0,0,,,,Delhi Capitals
7224,1304091,2,17,5,AR Patel,JO Holder,Kuldeep Yadav,,2,0,2,0,0,,,,Delhi Capitals
7225,1304091,2,17,6,AR Patel,JO Holder,Kuldeep Yadav,,4,0,4,0,0,,,,Delhi Capitals
7226,1304091,2,18,1,Kuldeep Yadav,PVD Chameera,AR Patel,,1,0,1,0,0,,,,Delhi Capitals
7227,1304091,2,18,2,AR Patel,PVD Chameera,Kuldeep Yadav,,2,0,2,0,0,,,,Delhi Capitals
7228,1304091,2,18,3,AR Patel,PVD Chameera,Kuldeep Yadav,,1,0,1,0,0,,,,Delhi Capitals
7229,1304091,2,18,4,Kuldeep Yadav,PVD Chameera,AR Patel,,4,0,4,0,0,,,,Delhi Capitals
7230,1304091,2,18,5,Kuldeep Yadav,PVD Chameera,AR Patel,,1,0,1,0,0,,,,Delhi Capitals
7231,1304091,2,18,6,AR Patel,PVD Chameera,Kuldeep Yadav,,6,0,6,0,0,,,,Delhi Capitals
7232,1304091,2,19,1,Kuldeep Yadav,MP Stoinis,AR Patel,,6,0,6,0,0,,,,Delhi Capitals
7233,1304091,2,19,2,Kuldeep Yadav,MP Stoinis,AR Patel,wides,0,1,1,0,0,,,,Delhi Capitals
7234,1304091,2,19,3,Kuldeep Yadav,MP Stoinis,AR Patel,,1,0,1,0,0,,,,Delhi Capitals
7235,1304091,2,19,4,AR Patel,MP Stoinis,Kuldeep Yadav,,0,0,0,0,0,,,,Delhi Capitals
7236,1304091,2,19,5,AR Patel,MP Stoinis,Kuldeep Yadav,,0,0,0,0,0,,,,Delhi Capitals
7237,1304091,2,19,6,AR Patel,MP Stoinis,Kuldeep Yadav,,0,0,0,0,0,,,,Delhi Capitals
7238,1304091,2,19,7,AR Patel,MP Stoinis,Kuldeep Yadav,,6,0,6,0,0,,,,Delhi Capitals
7340,1304090,1,16,1,SO Hetmyer,JJ Bumrah,R Parag,,0,0,0,0,0,,,,Rajasthan Royals
7341,1304090,1,16,2,SO Hetmyer,JJ Bumrah,R Parag,,0,0,0,0,0,,,,Rajasthan Royals
7342,1304090,1,16,3,SO Hetmyer,JJ Bumrah,R Parag,,0,0,0,0,0,,,,Rajasthan Royals
7343,1304090,1,16,4,SO Hetmyer,JJ Bumrah,R Parag,,1,0,1,0,0,,,,Rajasthan Royals
7344,1304090,1,16,5,R Parag,JJ Bumrah,SO Hetmyer,,2,0,2,0,0,,,,Rajasthan Royals
7345,1304090,1,16,6,R Parag,JJ Bumrah,SO Hetmyer,,1,0,1,0,0,,,,Rajasthan Royals
7346,1304090,1,17,1,R Parag,RP Meredith,SO Hetmyer,,0,0,0,0,1,R Parag,caught,DR Sams,Rajasthan Royals
7347,1304090,1,17,2,R Ashwin,RP Meredith,SO Hetmyer,,4,0,4,0,0,,,,Rajasthan Royals
7348,1304090,1,17,3,R Ashwin,RP Meredith,SO Hetmyer,,1,0,1,0,0,,,,Rajasthan Royals
7349,1304090,1,17,4,SO Hetmyer,RP Meredith,R Ashwin,,1,0,1,0,0,,,,Rajasthan Royals
7350,1304090,1,17,5,R Ashwin,RP Meredith,SO Hetmyer,,6,0,6,0,0,,,,Rajasthan Royals
7351,1304090,1,17,6,R Ashwin,RP Meredith,SO Hetmyer,wides,0,1,1,0,0,,,,Rajasthan Royals
7352,1304090,1,17,7,R Ashwin,RP Meredith,SO Hetmyer,,0,0,0,0,0,,,,Rajasthan Royals
7353,1304090,1,18,1,SO Hetmyer,JJ Bumrah,R Ashwin,,1,0,1,0,0,,,,Rajasthan Royals
7354,1304090,1,18,2,R Ashwin,JJ Bumrah,SO Hetmyer,,4,0,4,0,0,,,,Rajasthan Royals
7355,1304090,1,18,3,R Ashwin,JJ Bumrah,SO Hetmyer,,1,0,1,0,0,,,,Rajasthan Royals
