,ID,innings,overs,ballnumber,batter,bowler,non-striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam
123465,733997,1,18,6,GJ Bailey,UT Yadav,MG Johnson,,2,0,2,0,0,,,,Kings XI Punjab
123466,733997,1,19,1,MG Johnson,SP Narine,GJ Bailey,,0,0,0,0,0,,,,Kings XI Punjab
123467,733997,1,19,2,MG Johnson,SP Narine,GJ Bailey,,0,0,0,0,0,,,,Kings XI Punjab
123468,733997,1,19,3,MG Johnson,SP Narine,GJ Bailey,,4,0,4,0,0,,,,Kings XI Punjab
123469,733997,1,19,4,MG Johnson,SP Narine,GJ Bailey,,6,0,6,0,0,,,,Kings XI Punjab
123470,733997,1,19,5,MG Johnson,SP Narine,GJ Bailey,,0,0,0,0,1,MG Johnson,stumped,RV Uthappa,Kings XI Punjab
123471,733997,1,19,6,AR Patel,SP Narine,GJ Bailey,,1,0,1,0,1,AR Patel,run out,SA Yadav,Kings XI Punjab
123571,733997,2,16,1,G Gambhir,R Dhawan,MK Pandey,,2,0,2,0,0,,,,Kolkata Knight Riders
123572,733997,2,16,2,G Gambhir,R Dhawan,MK Pandey,,1,0,1,0,0,,,,Kolkata Knight Riders
123573,733997,2,16,3,MK Pandey,R Dhawan,G Gambhir,,1,0,1,0,0,,,,Kolkata Knight Riders
123574,733997,2,16,4,G Gambhir,R Dhawan,MK Pandey,,1,0,1,0,0,,,,Kolkata Knight Riders
123575,733997,2,16,5,MK Pandey,R Dhawan,G Gambhir,,1,0,1,0,0,,,,Kolkata Knight Riders
123576,733997,2,16,6,G Gambhir,R Dhawan,MK Pandey,,2,0,2,0,0,,,,Kolkata Knight Riders
123577,733997,2,17,1,MK Pandey,Sandeep Sharma,G Gambhir,,4,0,4,0,0,,,,Kolkata Knight Riders
123578,733997,2,17,2,MK Pandey,Sandeep Sharma,G Gambhir,,2,0,2,0,0,,,,Kolkata Knight Riders
123579,733997,2,17,3,MK Pandey,Sandeep Sharma,G Gambhir,,1,0,1,0,0,,,,Kolkata Knight Riders
123580,733997,2,17,4,G Gambhir,Sandeep Sharma,MK Pandey,,2,0,2,0,0,,,,Kolkata Knight Riders
123581,733997,2,17,5,G Gambhir,Sandeep Sharma,MK Pandey,,1,0,1,0,0,,,,Kolkata Knight Riders
123582,733997,2,17,6,MK Pandey,Sandeep Sharma,G Gambhir,,1,0,1,0,0,,,,Kolkata Knight Riders
123681,733995,1,16,1,AT Rayudu,MM Sharma,RG Sharma,,1,0,1,0,0,,,,Mumbai Indians
123682,733995,1,16,2,RG Sharma,MM Sharma,AT Rayudu,,1,0,1,0,0,,,,Mumbai Indians
123683,733995,1,16,3,AT Rayudu,MM Sharma,RG Sharma,,1,0,1,0,0,,,,Mumbai Indians
123684,733995,1,16,4,RG Sharma,MM Sharma,AT Rayudu,,1,0,1,0,0,,,,Mumbai Indians
123685,733995,1,16,5,AT Rayudu,MM Sharma,RG Sharma,,1,0,1,0,0,,,,Mumbai Indians
123686,733995,1,16,6,RG Sharma,MM Sharma,AT Rayudu,,2,0,2,0,0,,,,Mumbai Indians
123687,733995,1,17,1,AT Rayudu,R Ashwin,RG Sharma,,1,0,1,0,0,,,,Mumbai Indians
123688,733995,1,17,2,RG Sharma,R Ashwin,AT Rayudu,,1,0,1,0,0,,,,Mumbai Indians
123689,733995,1,17,3,AT Rayudu,R Ashwin,RG Sharma,wides,0,2,2,0,0,,,,Mumbai Indians
123690,733995,1,17,4,RG Sharma,R Ashwin,AT Rayudu,,0,0,0,0,1,RG Sharma,caught,SK Raina,Mumbai Indians
123691,733995,1,17,5,AT Rayudu,R Ashwin,KA Pollard,,6,0,6,0,0,,,,Mumbai Indians
123692,733995,1,17,6,AT Rayudu,R Ashwin,KA Pollard,,1,0,1,0,0,,,,Mumbai Indians
123693,733995,1,17,7,KA Pollard,R Ashwin,AT Rayudu,,0,0,0,0,1,KA Pollard,caught,SK Raina,Mumbai Indians
123694,733995,1,18,1,AT Rayudu,MM Sharma,CJ Anderson,,0,0,0,0,1,AT Rayudu,caught,RA Jadeja,Mumbai Indians
123695,733995,1,18,2,AP Tare,MM Sharma,CJ Anderson,,4,0,4,0,0,,,,Mumbai Indians
123696,733995,1,18,3,AP Tare,MM Sharma,CJ Anderson,,0,0,0,0,0,,,,Mumbai Indians
123697,733995,1,18,4,AP Tare,MM Sharma,CJ Anderson,,4,0,4,0,0,,,,Mumbai Indians
123698,733995,1,18,5,AP Tare,MM Sharma,CJ Anderson,,1,0,1,0,0,,,,Mumbai Indians
123699,733995,1,18,6,CJ Anderson,MM Sharma,AP Tare,,1,0,1,0,0,,,,Mumbai Indians
123700,733995,1,19,1,CJ Anderson,IC Pandey,AP Tare,,2,0,2,0,0,,,,Mumbai Indians
123701,733995,1,19,2,CJ Anderson,IC Pandey,AP Tare,wides,0,1,1,0,0,,,,Mumbai Indians
123702,733995,1,19,3,CJ Anderson,IC Pandey,AP Tare,,6,0,6,0,0,,,,Mumbai Indians
123703,733995,1,19,4,CJ Anderson,IC Pandey,AP Tare,,2,0,2,0,0,,,,Mumbai Indians
123704,733995,1,19,5,CJ Anderson,IC Pandey,AP Tare,,6,0,6,0,0,,,,Mumbai Indians
123705,733995,1,19,6,CJ Anderson,IC Pandey,AP Tare,,1,0,1,0,0,,,,Mumbai Indians
123706,733995,1,19,7,AP Tare,IC Pandey,CJ Anderson,,0,0,0,0,1,AP Tare,caught,F du Plessis,Mumbai Indians
123805,733995,2,16,1,MS Dhoni,SL Malinga,F du Plessis,wides,0,1,1,0,0,,,,Chennai Super Kings
123806,733995,2,16,2,MS Dhoni,SL Malinga,F du Plessis,,1,0,1,0,0,,,,Chennai Super Kings
123807,733995,2,16,3,F du Plessis,SL Malinga,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
123808,733995,2,16,4,MS Dhoni,SL Malinga,F du Plessis,,1,0,1,0,0,,,,Chennai Super Kings
123809,733995,2,16,5,F du Plessis,SL Malinga,MS Dhoni,,0,0,0,0,1,F du Plessis,bowled,,Chennai Super Kings
123810,733995,2,16,6,RA Jadeja,SL Malinga,MS Dhoni,legbyes,0,2,2,0,0,,,,Chennai Super Kings
123811,733995,2,16,7,RA Jadeja,SL Malinga,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
123812,733995,2,17,1,MS Dhoni,JJ Bumrah,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
123813,733995,2,17,2,RA Jadeja,JJ Bumrah,MS Dhoni,,4,0,4,0,0,,,,Chennai Super Kings
123814,733995,2,17,3,RA Jadeja,JJ Bumrah,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
123815,733995,2,17,4,MS Dhoni,JJ Bumrah,RA Jadeja,,2,0,2,0,0,,,,Chennai Super Kings
123816,733995,2,17,5,MS Dhoni,JJ Bumrah,RA Jadeja,wides,0,1,1,0,0,,,,Chennai Super Kings
123817,733995,2,17,6,MS Dhoni,JJ Bumrah,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
123818,733995,2,17,7,RA Jadeja,JJ Bumrah,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
123819,733995,2,18,1,MS Dhoni,SL Malinga,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
123820,733995,2,18,2,RA Jadeja,SL Malinga,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
123821,733995,2,18,3,MS Dhoni,SL Malinga,RA Jadeja,,2,0,2,0,0,,,,Chennai Super Kings
123822,733995,2,18,4,MS Dhoni,SL Malinga,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
123823,733995,2,18,5,RA Jadeja,SL Malinga,MS Dhoni,,0,0,0,0,1,RA Jadeja,bowled,,Chennai Super Kings
123824,733995,2,18,6,M Manhas,SL Malinga,MS Dhoni,,1,0,1,0,1,M Manhas,run out,P Kumar,Chennai Super Kings
123825,733995,2,19,1,MS Dhoni,KA Pollard,R Ashwin,wides,0,1,1,0,0,,,,Chennai Super Kings
123826,733995,2,19,2,MS Dhoni,KA Pollard,R Ashwin,,2,0,2,0,0,,,,Chennai Super Kings
123827,733995,2,19,3,MS Dhoni,KA Pollard,R Ashwin,,6,0,6,0,0,,,,Chennai Super Kings
123828,733995,2,19,4,MS Dhoni,KA Pollard,R Ashwin,,4,0,4,0,0,,,,Chennai Super Kings
123926,733993,1,16,1,KD Karthik,MC Henriques,LR Shukla,,0,0,0,0,1,KD Karthik,caught,DW Steyn,Delhi Daredevils
123927,733993,1,16,2,LR Shukla,MC Henriques,JP Duminy,,4,0,4,0,0,,,,Delhi Daredevils
123928,733993,1,16,3,LR Shukla,MC Henriques,JP Duminy,,0,0,0,0,0,,,,Delhi Daredevils
123929,733993,1,16,4,LR Shukla,MC Henriques,JP Duminy,,0,0,0,0,0,,,,Delhi Daredevils
123930,733993,1,16,5,LR Shukla,MC Henriques,JP Duminy,,0,0,0,0,1,LR Shukla,caught,DA Warner,Delhi Daredevils
123931,733993,1,16,6,KM Jadhav,MC Henriques,JP Duminy,,0,0,0,0,0,,,,Delhi Daredevils
123932,733993,1,17,1,JP Duminy,IK Pathan,KM Jadhav,,1,0,1,0,0,,,,Delhi Daredevils
123933,733993,1,17,2,KM Jadhav,IK Pathan,JP Duminy,,1,0,1,0,0,,,,Delhi Daredevils
123934,733993,1,17,3,JP Duminy,IK Pathan,KM Jadhav,,1,0,1,0,0,,,,Delhi Daredevils
123935,733993,1,17,4,KM Jadhav,IK Pathan,JP Duminy,,0,0,0,0,0,,,,Delhi Daredevils
123936,733993,1,17,5,KM Jadhav,IK Pathan,JP Duminy,,1,0,1,0,0,,,,Delhi Daredevils
123937,733993,1,17,6,JP Duminy,IK Pathan,KM Jadhav,,1,0,1,0,0,,,,Delhi Daredevils
123938,733993,1,18,1,JP Duminy,B Kumar,KM Jadhav,,1,0,1,0,0,,,,Delhi Daredevils
123939,733993,1,18,2,KM Jadhav,B Kumar,JP Duminy,,0,0,0,0,0,,,,Delhi Daredevils
123940,733993,1,18,3,KM Jadhav,B Kumar,JP Duminy,,0,0,0,0,0,,,,Delhi Daredevils
123941,733993,1,18,4,KM Jadhav,B Kumar,JP Duminy,,0,0,0,0,0,,,,Delhi Daredevils
123942,733993,1,18,5,KM Jadhav,B Kumar,JP Duminy,,1,0,1,0,0,,,,Delhi Daredevils
123943,733993,1,18,6,JP Duminy,B Kumar,KM Jadhav,,0,0,0,0,1,JP Duminy,bowled,,Delhi Daredevils
123944,733993,1,19,1,KM Jadhav,DW Steyn,R Shukla,,1,0,1,0,0,,,,Delhi Daredevils
123945,733993,1,19,2,R Shukla,DW Steyn,KM Jadhav,,0,0,0,0,0,,,,Delhi Daredevils
123946,733993,1,19,3,R Shukla,DW Steyn,KM Jadhav,,1,0,1,0,0,,,,Delhi Daredevils
123947,733993,1,19,4,KM Jadhav,DW Steyn,R Shukla,,1,0,1,0,0,,,,Delhi Daredevils
123948,733993,1,19,5,R Shukla,DW Steyn,KM Jadhav,,1,0,1,0,0,,,,Delhi Daredevils
123949,733993,1,19,6,KM Jadhav,DW Steyn,R Shukla,,0,0,0,0,1,KM Jadhav,caught,IK Pathan,Delhi Daredevils
124087,733991,1,16,1,DA Miller,VR Aaron,WP Saha,,4,0,4,0,0,,,,Kings XI Punjab
124088,733991,1,16,2,DA Miller,VR Aaron,WP Saha,,0,0,0,0,0,,,,Kings XI Punjab
124089,733991,1,16,3,DA Miller,VR Aaron,WP Saha,,0,0,0,0,1,DA Miller,caught,YS Chahal,Kings XI Punjab
124090,733991,1,16,4,MG Johnson,VR Aaron,WP Saha,,0,0,0,0,0,,,,Kings XI Punjab
124091,733991,1,16,5,MG Johnson,VR Aaron,WP Saha,,1,0,1,0,0,,,,Kings XI Punjab
124092,733991,1,16,6,WP Saha,VR Aaron,MG Johnson,,2,0,2,0,0,,,,Kings XI Punjab
124093,733991,1,17,1,MG Johnson,HV Patel,WP Saha,,6,0,6,0,0,,,,Kings XI Punjab
124094,733991,1,17,2,MG Johnson,HV Patel,WP Saha,,2,0,2,0,0,,,,Kings XI Punjab
124095,733991,1,17,3,MG Johnson,HV Patel,WP Saha,,1,0,1,0,0,,,,Kings XI Punjab
124096,733991,1,17,4,WP Saha,HV Patel,MG Johnson,,2,0,2,0,0,,,,Kings XI Punjab
124097,733991,1,17,5,WP Saha,HV Patel,MG Johnson,,0,0,0,0,1,WP Saha,caught,AB de Villiers,Kings XI Punjab
124098,733991,1,17,6,MG Johnson,HV Patel,AR Patel,,0,0,0,0,0,,,,Kings XI Punjab
124099,733991,1,18,1,AR Patel,VR Aaron,MG Johnson,,1,0,1,0,0,,,,Kings XI Punjab
124100,733991,1,18,2,MG Johnson,VR Aaron,AR Patel,,0,0,0,0,0,,,,Kings XI Punjab
124101,733991,1,18,3,MG Johnson,VR Aaron,AR Patel,,0,0,0,0,0,,,,Kings XI Punjab
124102,733991,1,18,4,MG Johnson,VR Aaron,AR Patel,,1,0,1,0,0,,,,Kings XI Punjab
124103,733991,1,18,5,AR Patel,VR Aaron,MG Johnson,,1,0,1,0,0,,,,Kings XI Punjab
124104,733991,1,18,6,MG Johnson,VR Aaron,AR Patel,,1,0,1,0,0,,,,Kings XI Punjab
124105,733991,1,19,1,MG Johnson,MA Starc,AR Patel,legbyes,0,1,1,0,0,,,,Kings XI Punjab
124106,733991,1,19,2,AR Patel,MA Starc,MG Johnson,,0,0,0,0,1,AR Patel,bowled,,Kings XI Punjab
124107,733991,1,19,3,Shivam Sharma,MA Starc,MG Johnson,,4,0,4,0,0,,,,Kings XI Punjab
124108,733991,1,19,4,Shivam Sharma,MA Starc,MG Johnson,,0,0,0,0,1,Shivam Sharma,bowled,,Kings XI Punjab
124109,733991,1,19,5,L Balaji,MA Starc,MG Johnson,,1,0,1,0,0,,,,Kings XI Punjab
124110,733991,1,19,6,MG Johnson,MA Starc,L Balaji,,4,0,4,0,0,,,,Kings XI Punjab
124210,733991,2,16,1,MA Starc,MG Johnson,HV Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
124211,733991,2,16,2,HV Patel,MG Johnson,MA Starc,,4,0,4,0,0,,,,Royal Challengers Bangalore
124212,733991,2,16,3,HV Patel,MG Johnson,MA Starc,,0,0,0,0,1,HV Patel,caught,WP Saha,Royal Challengers Bangalore
124213,733991,2,16,4,VR Aaron,MG Johnson,MA Starc,,0,0,0,0,0,,,,Royal Challengers Bangalore
124214,733991,2,16,5,VR Aaron,MG Johnson,MA Starc,,1,0,1,0,0,,,,Royal Challengers Bangalore
124215,733991,2,16,6,MA Starc,MG Johnson,VR Aaron,,1,0,1,0,0,,,,Royal Challengers Bangalore
124216,733991,2,17,1,MA Starc,Sandeep Sharma,VR Aaron,,4,0,4,0,0,,,,Royal Challengers Bangalore
124217,733991,2,17,2,MA Starc,Sandeep Sharma,VR Aaron,,2,0,2,0,0,,,,Royal Challengers Bangalore
124218,733991,2,17,3,MA Starc,Sandeep Sharma,VR Aaron,,0,0,0,0,0,,,,Royal Challengers Bangalore
124219,733991,2,17,4,MA Starc,Sandeep Sharma,VR Aaron,,1,0,1,0,0,,,,Royal Challengers Bangalore
124220,733991,2,17,5,VR Aaron,Sandeep Sharma,MA Starc,,0,0,0,0,0,,,,Royal Challengers Bangalore
124221,733991,2,17,6,VR Aaron,Sandeep Sharma,MA Starc,,1,0,1,0,0,,,,Royal Challengers Bangalore
124222,733991,2,18,1,VR Aaron,AR Patel,MA Starc,,2,0,2,0,0,,,,Royal Challengers Bangalore
124223,733991,2,18,2,VR Aaron,AR Patel,MA Starc,,0,0,0,0,0,,,,Royal Challengers Bangalore
124224,733991,2,18,3,VR Aaron,AR Patel,MA Starc,,1,0,1,0,0,,,,Royal Challengers Bangalore
124225,733991,2,18,4,MA Starc,AR Patel,VR Aaron,,1,0,1,0,0,,,,Royal Challengers Bangalore
124226,733991,2,18,5,VR Aaron,AR Patel,MA Starc,,1,0,1,0,0,,,,Royal Challengers Bangalore
124227,733991,2,18,6,MA Starc,AR Patel,VR Aaron,,1,0,1,0,0,,,,Royal Challengers Bangalore
124228,733991,2,19,1,MA Starc,L Balaji,VR Aaron,,4,0,4,0,0,,,,Royal Challengers Bangalore
124229,733991,2,19,2,MA Starc,L Balaji,VR Aaron,,0,0,0,0,1,MA Starc,caught,DA Miller,Royal Challengers Bangalore
124230,733991,2,19,3,VR Aaron,L Balaji,YS Chahal,,1,0,1,0,0,,,,Royal Challengers Bangalore
124231,733991,2,19,4,YS Chahal,L Balaji,VR Aaron,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
124232,733991,2,19,5,YS Chahal,L Balaji,VR Aaron,,1,0,1,0,0,,,,Royal Challengers Bangalore
124233,733991,2,19,6,VR Aaron,L Balaji,YS Chahal,,4,0,4,0,0,,,,Royal Challengers Bangalore
124234,733991,2,19,7,VR Aaron,L Balaji,YS Chahal,,6,0,6,0,0,,,,Royal Challengers Bangalore
124332,733989,1,16,1,MC Henriques,SR Watson,IK Pathan,,0,0,0,0,1,MC Henriques,caught,AM Rahane,Sunrisers Hyderabad
124333,733989,1,16,2,KV Sharma,SR Watson,IK Pathan,,0,0,0,0,1,KV Sharma,caught,SV Samson,Sunrisers Hyderabad
124334,733989,1,16,3,DW Steyn,SR Watson,IK Pathan,,0,0,0,0,0,,,,Sunrisers Hyderabad
124335,733989,1,16,4,DW Steyn,SR Watson,IK Pathan,,1,0,1,0,0,,,,Sunrisers Hyderabad
124336,733989,1,16,5,IK Pathan,SR Watson,DW Steyn,,0,0,0,0,0,,,,Sunrisers Hyderabad
124337,733989,1,16,6,IK Pathan,SR Watson,DW Steyn,,4,0,4,0,0,,,,Sunrisers Hyderabad
124338,733989,1,17,1,DW Steyn,JP Faulkner,IK Pathan,,1,0,1,0,0,,,,Sunrisers Hyderabad
124339,733989,1,17,2,IK Pathan,JP Faulkner,DW Steyn,,0,0,0,0,0,,,,Sunrisers Hyderabad
124340,733989,1,17,3,IK Pathan,JP Faulkner,DW Steyn,,0,0,0,0,0,,,,Sunrisers Hyderabad
124341,733989,1,17,4,IK Pathan,JP Faulkner,DW Steyn,,1,0,1,0,0,,,,Sunrisers Hyderabad
124342,733989,1,17,5,DW Steyn,JP Faulkner,IK Pathan,,2,0,2,0,0,,,,Sunrisers Hyderabad
124343,733989,1,17,6,DW Steyn,JP Faulkner,IK Pathan,,0,0,0,0,0,,,,Sunrisers Hyderabad
124344,733989,1,18,1,IK Pathan,KW Richardson,DW Steyn,,1,0,1,0,0,,,,Sunrisers Hyderabad
124345,733989,1,18,2,DW Steyn,KW Richardson,IK Pathan,,4,0,4,0,0,,,,Sunrisers Hyderabad
124346,733989,1,18,3,DW Steyn,KW Richardson,IK Pathan,,0,0,0,0,0,,,,Sunrisers Hyderabad
124347,733989,1,18,4,DW Steyn,KW Richardson,IK Pathan,,1,0,1,0,0,,,,Sunrisers Hyderabad
124348,733989,1,18,5,IK Pathan,KW Richardson,DW Steyn,,0,0,0,0,0,,,,Sunrisers Hyderabad
124349,733989,1,18,6,IK Pathan,KW Richardson,DW Steyn,,1,0,1,0,0,,,,Sunrisers Hyderabad
124350,733989,1,19,1,IK Pathan,JP Faulkner,DW Steyn,,2,0,2,0,0,,,,Sunrisers Hyderabad
124351,733989,1,19,2,IK Pathan,JP Faulkner,DW Steyn,,0,0,0,0,0,,,,Sunrisers Hyderabad
124352,733989,1,19,3,IK Pathan,JP Faulkner,DW Steyn,wides,0,1,1,0,1,DW Steyn,run out,SV Samson,Sunrisers Hyderabad
124353,733989,1,19,4,A Mishra,JP Faulkner,IK Pathan,byes,0,4,4,0,0,,,,Sunrisers Hyderabad
124354,733989,1,19,5,A Mishra,JP Faulkner,IK Pathan,,0,0,0,0,1,A Mishra,run out,SV Samson,Sunrisers Hyderabad
124355,733989,1,19,6,B Kumar,JP Faulkner,IK Pathan,byes,0,1,1,0,0,,,,Sunrisers Hyderabad
124356,733989,1,19,7,IK Pathan,JP Faulkner,B Kumar,,4,0,4,0,0,,,,Sunrisers Hyderabad
124456,733989,2,16,1,JP Faulkner,KV Sharma,R Bhatia,,0,0,0,0,0,,,,Rajasthan Royals
124457,733989,2,16,2,JP Faulkner,KV Sharma,R Bhatia,,1,0,1,0,0,,,,Rajasthan Royals
124458,733989,2,16,3,R Bhatia,KV Sharma,JP Faulkner,,1,0,1,0,0,,,,Rajasthan Royals
124459,733989,2,16,4,JP Faulkner,KV Sharma,R Bhatia,,1,0,1,0,0,,,,Rajasthan Royals
124460,733989,2,16,5,R Bhatia,KV Sharma,JP Faulkner,,1,0,1,0,0,,,,Rajasthan Royals
124461,733989,2,16,6,JP Faulkner,KV Sharma,R Bhatia,,1,0,1,0,0,,,,Rajasthan Royals
124462,733989,2,17,1,JP Faulkner,B Kumar,R Bhatia,,0,0,0,0,1,JP Faulkner,caught,AJ Finch,Rajasthan Royals
124463,733989,2,17,2,R Bhatia,B Kumar,KW Richardson,,0,0,0,0,1,R Bhatia,caught,DA Warner,Rajasthan Royals
124464,733989,2,17,3,KW Richardson,B Kumar,DS Kulkarni,,1,0,1,0,0,,,,Rajasthan Royals
124465,733989,2,17,4,DS Kulkarni,B Kumar,KW Richardson,,0,0,0,0,0,,,,Rajasthan Royals
124466,733989,2,17,5,DS Kulkarni,B Kumar,KW Richardson,,1,0,1,0,0,,,,Rajasthan Royals
124467,733989,2,17,6,KW Richardson,B Kumar,DS Kulkarni,,0,0,0,0,1,KW Richardson,caught and bowled,,Rajasthan Royals
124468,733989,2,18,1,PV Tambe,DW Steyn,DS Kulkarni,,0,0,0,0,0,,,,Rajasthan Royals
124469,733989,2,18,2,PV Tambe,DW Steyn,DS Kulkarni,,1,0,1,0,0,,,,Rajasthan Royals
124470,733989,2,18,3,DS Kulkarni,DW Steyn,PV Tambe,,0,0,0,0,0,,,,Rajasthan Royals
124471,733989,2,18,4,DS Kulkarni,DW Steyn,PV Tambe,,4,0,4,0,0,,,,Rajasthan Royals
124472,733989,2,18,5,DS Kulkarni,DW Steyn,PV Tambe,wides,0,1,1,0,0,,,,Rajasthan Royals
124473,733989,2,18,6,DS Kulkarni,DW Steyn,PV Tambe,wides,0,1,1,0,0,,,,Rajasthan Royals
124474,733989,2,18,7,DS Kulkarni,DW Steyn,PV Tambe,,1,0,1,0,0,,,,Rajasthan Royals
124475,733989,2,18,8,PV Tambe,DW Steyn,DS Kulkarni,,1,0,1,0,0,,,,Rajasthan Royals
124476,733989,2,19,1,PV Tambe,IK Pathan,DS Kulkarni,,1,0,1,0,0,,,,Rajasthan Royals
124477,733989,2,19,2,DS Kulkarni,IK Pathan,PV Tambe,,1,0,1,0,0,,,,Rajasthan Royals
124478,733989,2,19,3,PV Tambe,IK Pathan,DS Kulkarni,,0,0,0,0,0,,,,Rajasthan Royals
124479,733989,2,19,4,PV Tambe,IK Pathan,DS Kulkarni,,0,0,0,0,0,,,,Rajasthan Royals
124480,733989,2,19,5,PV Tambe,IK Pathan,DS Kulkarni,,0,0,0,0,1,PV Tambe,caught,DW Steyn,Rajasthan Royals
124582,733987,1,16,1,GJ Maxwell,IC Pandey,GJ Bailey,legbyes,0,1,1,0,0,,,,Kings XI Punjab
124583,733987,1,16,2,GJ Bailey,IC Pandey,GJ Maxwell,legbyes,0,1,1,0,0,,,,Kings XI Punjab
124584,733987,1,16,3,GJ Maxwell,IC Pandey,GJ Bailey,,4,0,4,0,0,,,,Kings XI Punjab
124585,733987,1,16,4,GJ Maxwell,IC Pandey,GJ Bailey,,0,0,0,0,0,,,,Kings XI Punjab
124586,733987,1,16,5,GJ Maxwell,IC Pandey,GJ Bailey,,1,0,1,0,0,,,,Kings XI Punjab
124587,733987,1,16,6,GJ Bailey,IC Pandey,GJ Maxwell,,1,0,1,0,0,,,,Kings XI Punjab
124588,733987,1,17,1,GJ Bailey,MM Sharma,GJ Maxwell,,1,0,1,0,0,,,,Kings XI Punjab
124589,733987,1,17,2,GJ Maxwell,MM Sharma,GJ Bailey,,0,0,0,0,1,GJ Maxwell,caught,RA Jadeja,Kings XI Punjab
124590,733987,1,17,3,MG Johnson,MM Sharma,GJ Bailey,,4,0,4,0,0,,,,Kings XI Punjab
124591,733987,1,17,4,MG Johnson,MM Sharma,GJ Bailey,,0,0,0,0,0,,,,Kings XI Punjab
124592,733987,1,17,5,MG Johnson,MM Sharma,GJ Bailey,,1,0,1,0,0,,,,Kings XI Punjab
124593,733987,1,17,6,GJ Bailey,MM Sharma,MG Johnson,,4,0,4,0,0,,,,Kings XI Punjab
124594,733987,1,18,1,MG Johnson,BW Hilfenhaus,GJ Bailey,,1,0,1,0,0,,,,Kings XI Punjab
124595,733987,1,18,2,GJ Bailey,BW Hilfenhaus,MG Johnson,,4,0,4,0,0,,,,Kings XI Punjab
124596,733987,1,18,3,GJ Bailey,BW Hilfenhaus,MG Johnson,,4,0,4,0,0,,,,Kings XI Punjab
124597,733987,1,18,4,GJ Bailey,BW Hilfenhaus,MG Johnson,,4,0,4,0,0,,,,Kings XI Punjab
124598,733987,1,18,5,GJ Bailey,BW Hilfenhaus,MG Johnson,,0,0,0,0,0,,,,Kings XI Punjab
124599,733987,1,18,6,GJ Bailey,BW Hilfenhaus,MG Johnson,,4,0,4,0,0,,,,Kings XI Punjab
124600,733987,1,19,1,MG Johnson,MM Sharma,GJ Bailey,,4,0,4,0,0,,,,Kings XI Punjab
124601,733987,1,19,2,MG Johnson,MM Sharma,GJ Bailey,,1,0,1,0,0,,,,Kings XI Punjab
124602,733987,1,19,3,GJ Bailey,MM Sharma,MG Johnson,,4,0,4,0,0,,,,Kings XI Punjab
124603,733987,1,19,4,GJ Bailey,MM Sharma,MG Johnson,,2,0,2,0,0,,,,Kings XI Punjab
124604,733987,1,19,5,GJ Bailey,MM Sharma,MG Johnson,,6,0,6,0,0,,,,Kings XI Punjab
124605,733987,1,19,6,GJ Bailey,MM Sharma,MG Johnson,,6,0,6,0,0,,,,Kings XI Punjab
124704,733987,2,16,1,F du Plessis,MG Johnson,MS Dhoni,,6,0,6,0,0,,,,Chennai Super Kings
124705,733987,2,16,2,F du Plessis,MG Johnson,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
124706,733987,2,16,3,MS Dhoni,MG Johnson,F du Plessis,,1,0,1,0,0,,,,Chennai Super Kings
124707,733987,2,16,4,F du Plessis,MG Johnson,MS Dhoni,,4,0,4,0,0,,,,Chennai Super Kings
124708,733987,2,16,5,F du Plessis,MG Johnson,MS Dhoni,,4,0,4,0,0,,,,Chennai Super Kings
124709,733987,2,16,6,F du Plessis,MG Johnson,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
124710,733987,2,17,1,F du Plessis,Sandeep Sharma,MS Dhoni,,4,0,4,0,0,,,,Chennai Super Kings
124711,733987,2,17,2,F du Plessis,Sandeep Sharma,MS Dhoni,,4,0,4,0,0,,,,Chennai Super Kings
124712,733987,2,17,3,F du Plessis,Sandeep Sharma,MS Dhoni,,4,0,4,0,0,,,,Chennai Super Kings
124713,733987,2,17,4,F du Plessis,Sandeep Sharma,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
124714,733987,2,17,5,MS Dhoni,Sandeep Sharma,F du Plessis,,1,0,1,0,0,,,,Chennai Super Kings
124715,733987,2,17,6,F du Plessis,Sandeep Sharma,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
124716,733987,2,18,1,F du Plessis,MG Johnson,MS Dhoni,,0,0,0,0,1,F du Plessis,caught,M Kartik,Chennai Super Kings
124717,733987,2,18,2,MS Dhoni,MG Johnson,M Manhas,,0,0,0,0,0,,,,Chennai Super Kings
124718,733987,2,18,3,MS Dhoni,MG Johnson,M Manhas,,6,0,6,0,0,,,,Chennai Super Kings
